epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,2405.47,0.93858,0.68465,0.0123,0.59166,0.44639,0.51799,0.34099,1.11077,2.01504,0.02416,0.000310422,0.000310422,0.000310422
29,2488.7,0.93834,0.69106,0.0124,0.60567,0.5281,0.55034,0.36046,1.18368,1.89514,0.02618,0.000297215,0.000297215,0.000297215
30,2574.47,0.92103,0.64721,0.01202,0.59766,0.51256,0.54018,0.36746,1.12334,1.98993,0.02471,0.000284009,0.000284009,0.000284009
31,2658.63,0.90515,0.6398,0.01204,0.57909,0.51808,0.50193,0.33997,1.1134,2.04253,0.02457,0.000270802,0.000270802,0.000270802
32,2742.97,0.89567,0.64504,0.01201,0.57212,0.49184,0.53424,0.35701,1.13038,1.90526,0.02499,0.000257595,0.000257595,0.000257595
33,2826.9,0.88679,0.62349,0.01174,0.58796,0.49835,0.51463,0.34758,1.16698,2.09043,0.02568,0.000244389,0.000244389,0.000244389
34,2910.56,0.88133,0.61354,0.01139,0.61804,0.47917,0.52325,0.35071,1.14472,2.07181,0.02536,0.000231182,0.000231182,0.000231182
35,2993.6,0.87426,0.60569,0.01152,0.60209,0.48686,0.52895,0.35133,1.16598,2.05808,0.02606,0.000217976,0.000217976,0.000217976
36,3075.85,0.86827,0.59248,0.01152,0.56479,0.49023,0.50573,0.34517,1.13473,2.12341,0.02478,0.000204769,0.000204769,0.000204769
37,3158.24,0.86006,0.59005,0.01132,0.61282,0.48454,0.51656,0.36132,1.07614,2.0891,0.02341,0.000191562,0.000191562,0.000191562
38,3241.23,0.85083,0.57766,0.01078,0.56309,0.48008,0.50618,0.34643,1.07591,2.15538,0.02351,0.000178356,0.000178356,0.000178356
39,3321.55,0.83509,0.56907,0.01094,0.61908,0.46374,0.51658,0.35438,1.10092,2.22444,0.02426,0.000165149,0.000165149,0.000165149
40,3402.87,0.83066,0.56287,0.01072,0.62705,0.47968,0.5225,0.36643,1.09534,2.14749,0.02452,0.000151943,0.000151943,0.000151943
41,3530.89,0.74544,0.3501,0.012,0.58402,0.4861,0.50711,0.35551,1.10578,2.12629,0.02472,0.000138736,0.000138736,0.000138736
42,3618.47,0.72894,0.33009,0.01158,0.61943,0.49036,0.52557,0.36272,1.1037,2.08245,0.02438,0.000125529,0.000125529,0.000125529
43,3704.09,0.71381,0.31988,0.01113,0.59263,0.4809,0.52594,0.35512,1.1246,2.10384,0.02497,0.000112323,0.000112323,0.000112323
44,3790.39,0.69743,0.30713,0.01083,0.64348,0.47837,0.53756,0.37557,1.10555,2.0425,0.02416,9.91162e-05,9.91162e-05,9.91162e-05
45,3875.36,0.68689,0.29724,0.01066,0.64572,0.49712,0.53071,0.35678,1.12832,2.03506,0.02458,8.59096e-05,8.59096e-05,8.59096e-05
46,3958.89,0.67474,0.29532,0.01031,0.61661,0.49944,0.53356,0.35915,1.09707,2.09109,0.02406,7.2703e-05,7.2703e-05,7.2703e-05
47,4044.76,0.66916,0.29058,0.01013,0.67467,0.49011,0.54394,0.37305,1.10103,2.05802,0.02404,5.94964e-05,5.94964e-05,5.94964e-05
48,4130.04,0.6577,0.28691,0.0101,0.62649,0.52784,0.5344,0.37385,1.08431,2.05267,0.02387,4.62898e-05,4.62898e-05,4.62898e-05
49,4214.33,0.65308,0.28311,0.0099,0.592,0.53835,0.5441,0.38316,1.08876,2.04241,0.02386,3.30832e-05,3.30832e-05,3.30832e-05
50,4300.17,0.64718,0.27803,0.00974,0.58706,0.54389,0.54393,0.38141,1.08425,2.00432,0.02374,1.98766e-05,1.98766e-05,1.98766e-05
